Project: Dynamics 365 Convergence    Server: dev.azure.com/ecolaboip    Query: 1C-Project-Plan-All-001    List type: Tree    ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Work Item Type,Effort,Target Date,Title 1,Title 2,Title 3,Title 4,Title 5,Title 6,Description,Assigned To,State,Tags,Area Path,Created By,Iteration Path,Priority,Reason,Value Area,Comment Count,Acceptance Criteria,Story Points,Activity,Finish Date,Original Estimate,Remaining Work,Completed Work
899110,Task,,,,,,,Validation of package in qa,,"to validate the package in qa environment and encounter failures if any 
","Karn, Rishabh",Closed,,\FBU 1C\Data,"Karn, Rishabh",\One Dynamics\Sprint 25.17.04,2,Completed,,1,,,Data Migration,,6,,6
893811,Task,,,,,,,"Update SalesOrg to CA10 for Opportunities - Data validation and analysis for Sales Activities, and Tank Orders",,"Please go through User Story 865831 and please validate the data for Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10 SSIS package
 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
892858,Task,,,,,,,"Update SalesOrg to CA10 for Opportunities - Data validation and analysis for RTW, Lost Business",,"Please go through User Story 865831 and please validate the data for RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10 SSIS package
 
 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
895788,Task,,,,,,,Update salesOrg to CA10 for Lost bussiness,,"Creating the SSIS package for Lost Business to update SalesOrg to CA10. 
","Khan, Munira",Closed,,\FBU 1C\Data,"Khan, Munira",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
889434,Task,,,,,,,Update Opportunity product salesorg to CA10 - Design,,"Update Opportunity product salesorg to CA10 from ""Product Sales Org"" table.
 
","Jain, Sharad",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,3,,3
893809,Task,,,,,,,Unit Testing,,"Performed Unit Testing  
","Patil, Manasi Ravindra",Closed,,\FBU 1C\Data,"Patil, Manasi Ravindra",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
870592,Task,,,,,,,Unit Testing,,"Unit Testing Completed for salesoog updation 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,1,,,Data Migration,,3,,3
867883,Task,,,,,,,Testing,,"Validate 865831 - salesorg to CA10 in Test env 
","Dhandapani, Soundarya",Closed,,\FBU 1C\Data,"Chaudhari, Neha",\One Dynamics\Sprint 25.17.04,2,Completed,,1,,,Testing,,10,,10
896984,Task,,,,,,,"Support to Test Team regarding Opportunities Product , RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrated Under CA10",," Support to Test Team regarding Opportunities Product , RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrated Under CA10
 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.04,2,Completed,,2,,,Data Migration,,6,,6
870593,Task,,,,,,,Source Data Analysis,,,"Jain, Sharad",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,0,,,Data Migration,,6,,6
889437,Task,,,,,,,Resolve Fault in Tank Order Processing,,"A fault has been identified in the Tank Order workflow. The issue is not updated the column value to CA10 ,issue is resolved and all records are updated successfullyn
 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Pal, Akshita",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,6,,6
899761,Task,,,,,,,RCA - CA10 not updated in QA for Oppurtunities and Lost Business,,"Please analyze the migrated data, 
Records not updated in QA 
Opportunities mismatch: 67 
Lost Business mismatch: 3 

 
[Image]
 

 
[Image]
 


 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 26.17.05,2,Completed,,2,,,Data Migration,,3,,4
898369,Task,,,,,,,"QA Validation-865831-DC: Update SalesOrg to CA10 for Opportunities, RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10",,"Validate 865831 DC: Update SalesOrg to CA10 for Opportunities, RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10 in QA 
","Dhandapani, Soundarya",Active,,\FBU 1C\Data,"Dhandapani, Soundarya",\One Dynamics\Sprint 25.17.04,2,Reactivated,,2,,,Data Migration,,6,1,5
890570,Task,,,,,,,Package Creation for Opportunity Product,,"Package Created for Opportunity Product Fault 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Pal, Akshita",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,6,,6
891615,Task,,,,,,,Package Analysis-Opportunity Products,,"Analyze the package ,and modified the code  and data flow  
","Pal, Akshita",Closed,,\FBU 1C\Data,"Pal, Akshita",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,6,,6
890591,Task,,,,,,,Design & Modification Analysis,,"Analyzes design implications and necessary technical changes for the package update.
 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Pal, Akshita",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,6,,6
892884,Task,,,,,,,Data analysis for US10 & CA10,," 
 *  Data     analysis for US10 & CA10 (RTW, Lost Business, Sales Activities, Tank     Orders linked to Water Accounts). 
 


 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,3,,,Data Migration,,4,,4
892002,Task,,,,,,,Data Analysis for Fault 887160,,"Doing data analysis for fault 887160 
","Patil, Manasi Ravindra",Closed,,\FBU 1C\Data,"Patil, Manasi Ravindra",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
887969,Task,,,,,,,data Analysis for 887160 Fault,,"Out of 71 Lost business product records,  32 were processed successfully. The remaining records failed, for the other two entities (Tank Order and Opportunities Products) because the SalesOrg C10 master data is not configured. RCA needs to be reviewed .
 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.02,2,Completed,,1,,,Data Migration,,6,,6
867882,Task,,,,,,,Creation/Updation of Test scenarios,,"Scenario1 –  Identify All Impacted Water Accounts 
Steps: 
      1.Precondition:all Water accounts currently linked with SalesOrg 2001,  
       2.When those accounts are flagged for migration to CA10,Then a list of impacted Account IDs must be compiled for use across dependent entity updates. 

Scenario 2 – Update Related Opportunities and Products 
Steps: 
      1.Precondition: opportunities linked to migrated accounts 
       2.Afterthe Update package executed then validates that  the Opportunity SalesOrg field must be updated from 2001 ? CA10. And the Opportunity Product SalesOrg must be updated to CA10 as well. 

 
Scenario 3 – Update RTW and RTW Products 
Steps: 
      1.Precondition: RTW records associated with migrated accounts, 
       2.After the Update package executed then validates that 

 *  both RTW SalesOrg fields must be updated to CA10. 
 *  On the RTW Product entity the product looks up points to the entity ecl_productsalesorg and not SalesOrg. This entity has a Product to Sales Org linkage. We have to update a new ecl_productsalesorg where salesorg is CA10, then update the product look-up on the RTW Product entity. 
 

 
Scenario 4 – Update Lost Business and Lost Business Products 
Steps: 
      1.Precondition: Lost Business records linked to migrated accounts 
       2.After the Update package executed then validates that  both Lost Business and Lost Business Product SalesOrg fields must be updated to CA10 

 
Scenario 5 – Update Sales Activities 
Steps: 
      1.Precondition: Sales Activity records referencing migrated accounts 
       2.After the Update package executed then validates that  the Account SalesOrg field must be updated to CA10  

  
Scenario 6 – Update Tank Orders  
Steps:  
      1.Precondition: Tank Order records linked to the same accounts  
       2.After the Update package executed then validates that  the Account SalesOrg field on Tank Orders must be updated to CA10   

 
Scenario 7 – Validation and Audit Logging 
Steps: 
      1.Precondition: all entity updates are complete 
       2.After the Update package executed then validates that 

 *  every record associated with migrated accounts must show SalesOrg = CA10. 
 *  all the updates must be audited, so that I can see the Old Value and the new value from the audit logs 
 

 

 
","Dhandapani, Soundarya",Closed,,\FBU 1C\Data,"Chaudhari, Neha",\One Dynamics\Sprint 25.17.01,2,Completed,,4,,,Testing,,2,,2
883457,Task,,,,,,,Create validation script,,,"Jain, Sharad",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,1,,,Data Migration,,3,,3
883458,Task,,,,,,,"Create SSIS package For Tank Orders, Lost Business",,"Package has been created successfully 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,1,,,Data Migration,,6,,6
885813,Task,,,,,,,Create SSIS package for Tank Order Details,,"Package is created Successfully 
","Pal, Akshita",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,1,,,Data Migration,,3,,3
870594,Task,,,,,,,Create SSIS Package for Opportunity,,,"Jain, Sharad",Closed,,\FBU 1C\Data,"Jain, Sharad",\One Dynamics\Sprint 25.17.01,2,Completed,,1,,,Data Migration,,6,,6
896598,Task,,,,,,,Create Document for 865831,,"Creating a detailed technical document for Update SalesOrg to CA10 for Opportunities, RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10 including the complete package flow and component-level explanation.
","Patil, Manasi Ravindra",Closed,,\FBU 1C\Data,"Patil, Manasi Ravindra",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
893868,Task,,,,,,,Create a document for US 865831 - Opportunity Product,,"Creating a detailed technical document for Update SalesOrg to CA10 for Opportunities, RTW, Lost Business, Sales Activities, and Tank Orders Linked to Water Accounts Migrating Under CA10 including the complete package flow and component-level explanation. 
","Patil, Manasi Ravindra",Closed,,\FBU 1C\Data,"Patil, Manasi Ravindra",\One Dynamics\Sprint 25.17.03,2,Completed,,2,,,Data Migration,,2,,2
899370,Bug,,,,,,,CA10 not updated in QA for Oppurtunities and Lost Business,,"Records not updated in QA 

Opportunities mismatch: 67 
Lost Business mismatch: 3 

 
[Image]
 

 
[Image]
 

 
XRM Query:
SELECT 
  
    o.name, 
  
    o.ecl_planttypeid, 
  
    o.ecl_paccodeid, 
  
    o.parentaccountid, 
  
    o.ecl_opportunitystage, 
  
    o.opportunityid, 
  
    o.ecl_accountsalesorgid, 
  
     o.ecl_accountsalesorgidname, 
  
    Accunt.accountnumber, 
  
    Accunt.ecl_salesorgid, 
  
    Accunt.ecl_legacyaccountid 
  
FROM 
  
    opportunity o 
  
INNER JOIN account Accunt 
  
    ON Accunt.accountid = o.parentaccountid 
  
WHERE 
  
    -- Sales Org filter on Opportunity 
  
    o.ecl_accountsalesorgid = '{BDC9F77C-7440-E011-B5B7-005056822B14}' 
  
    -- Account filters 
  
    AND Accunt.ecl_countryid = '{7E8E7493-6E09-E011-B857-005056823A59}' 
  
    AND Accunt.ecl_legacyaccountid IS NOT NULL 
  
    AND Accunt.ecl_erpsalesskillid = '{02F7EDDC-6094-F011-B4CC-000D3A3B1696}' 
  
    AND Accunt.statecode = 0
AND ecl_salesorgmainid is Not Null 

 
","Kumar, Manoj",Active,,\FBU 1C\Data,"Dhandapani, Soundarya",\One Dynamics\Sprint 26.17.05,2,Moved out of state Functional Test,Business,11,,,,,,,
887160,Fault,,,,,,,"CA10 not updated in Lost Business Products, Tank Orders and Oppurtunity Product",,"CA10 not updated in Lost Business, Lost Business Products, Tank Orders and Oppurtunity Product 

 
Lost Business Product

(ecl_salesorgid)

Expected Result: CA10
Actual Result: 2001

[Image] 

Oppurtunity Product

Expected Result: CA10
Actual Result: 2001 

(ecl_productsalesorgid, ecl_opptysalesorgid) 

[Image]
Tank Orders

Expected Result: CA10
Actual Result: 2001 

(ecl_salesorgid) 

[Image]


 
","Dhandapani, Soundarya",Closed,Data Migration,\FBU 1C\Data,"Dhandapani, Soundarya",\One Dynamics\Sprint 25.17.04,,Moved to state Closed,,8,,,,,,,
892171,Task,,,,,,,CA10 - Data analysis with development team,,"Migration team has migrated products for CA10 sales org so we need to do some data validation and make the changes according in SSIS package. 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,3,,,Data Migration,,6,,6
893454,User Story,,,,,,DC: Update Product Numbers to EBS Product Numbers on Base Tanks records that are linked to 1C Water Accounts,,,"As a data conversion analyst,
 
 
 
 
I want to update the Product Numbers to EBS Product Numbers on Base Tanks records that are linked to 1C Water Accounts under the One Customer model so that the EBS Product Number is populated when user selects a Tank on Tank Order Detail form 

 
",,Removed,Data Migration,\FBU 1C\Data,"K S, Shamil",\One Dynamics,2,Removed from the backlog,Business,1,"Business Acceptance Criteria:
 
 
 

 *  Given all Tanks Records linked to 1C Water Sales Skill Accounts in CRM is currently linked with NSAP Products, 

 *  When the data conversion executes, 
 *  Then the NSAP Product Number on the Tank is updated with its respective EBS Product Number 
 

 *  Given all the impacted Tank Records are identified, 

 *  When the data conversion executes, 
 *  Then if any of the Tank records are not updated, then an error log should be produced with the below details 

 *  Tank GUID 
 *  Tank Serial Number 
 *  SoldTo Number 
 *  ShipTo Number 
 *  NSAP Product Number 
 

 

 

 
",5,,,,,
895046,User Story,,,,,,"DC: Update Product and Sales Org Lookups to CA10 EBS Products for 1C Accounts (Tanks, Tank Orders and Tank Order Details)",,,"As a CRM data and integration platform,
I want product and sales org lookups updated to CA10 EBS equivalents for all records linked to 1C accounts,
 
so that users transact only on valid CA10 products and sales orgs, and downstream EBS and 1C integrations remain consistent.
 

 
Business Context & Background
 

 *  As part of the One Customer (1C) initiative, Water (NSAP) accounts are being aligned and linked with Hygiene accounts under the CA10 sales organization. 
 *  To support this alignment, all downstream transactional records associated with 1C accounts must: 

 *  Reference CA10 (EBS) products, not legacy NSAP products 
 *  Reference CA10 Sales Org, not legacy sales orgs 
 

 *  Today, several CRM tables for 1C records still reference: 

 *  NSAP product records 
 *  Non-CA10 sales org values 
 

 *  If left unchanged: 

 *  Users may continue to see and transact on incorrect products 
 *  Product selection may not align with EBS 
 *  1C migration and downstream integrations will be impacted 
 

 *  This user story ensures that all in-scope transactional records tied to 1C accounts are normalized to CA10 sales org and EBS products. 
 *  The following CRM tables are in scope for this update: 

 *  ECL_Tank 
 *  ECL_TankOrder 
 *  ECL_OrderDetail (Tank Order Detail) 
 

 *  Scope Rules 

 *  Updates apply only to records linked to 1C accounts 

 *  1C account = account linked to a district with 1C flag enabled 
 

 *  Non-1C accounts are explicitly out of scope 
 *  Mapping from NSAP product ? EBS product is based on the approved product mapping file 
 *  No new product creation is in scope—existing EBS product records only 
 

 

 
","Choudhary, Shiv Kumar",Pending PO Review,R1,\FBU 1C\Data,"Yellapantula, Siva",\One Dynamics\Sprint 26.17.05,2,Moved out of state In QA,Business,8," *  Business Acceptance Criteria: 

 *  Identify In-Scope Records for 1C Canada release 
 *  Given An account is identified as a 1C account and Related records exist in Tank, Tank Order, or Tank Order Detail tables 
 *  When The update process runs 
 *  Then Only records linked to 1C accounts are selected for updates 
 

 *  Update Product Lookup on Tank (ecl_tank) 

 *  Given An ecl_tank record is linked to a 1C account ecl_productnumber currently references an NSAP product 
 *  When An equivalent EBS (CA10) product exists in the mapping 
 *  Then ecl_productnumber is updated to the EBS product GUID 
 *  And The NSAP product reference is replaced 
 *  And No update occurs if no valid EBS equivalent exists (Identify such Products) 
 *  Fields Updated : ecl_productnumber (lookup ? Product) 
 

 *  Update Sales Org on Tank Order (ecl_tankorder) 

 *  Given An ecl_tankorder record is linked to a 1C account 
 *  When The update process runs 
 *  Then ecl_salesorgid is set to CA10 
 *  Fields Updated ecl_salesorgid (lookup ? Sales Org) 
 

 

Update Product Lookup on Tank Order Detail (ecl_orderdetail)

 *  Given An ecl_orderdetail record is linked to a 1C account ecl_productnumberid and ecl_tankproductnumber references an NSAP product 
 

 *  When A mapped EBS product exists 
 

 *  Then ecl_productnumberid and ecl_tankproductnumber is updated to the EBS product GUID 
 

 *  Fields Updated ecl_productnumberid and ecl_tankproductnumber (lookup ? Product)  
 

 *  Sync Product Name on Tank Order Detail 

 *  Given ecl_productnumberid is updated to an EBS product 
 *  When The update completes Then 
 *  ECL_ProductName is updated to match the name of the EBS product 
 *  And Product name reflects the Product table value, not legacy text 
 *  Fields Updated: ECL_ProductName (text) 
 

 

 
 
",3,,,,,
896204,Task,,,,,,,"Update Product and Sales Org Lookups to CA10 EBS Products for 1C Accounts (Tanks, Tank Orders and Tank Order Details)",," *  Business Acceptance Criteria: 

 *  Identify In-Scope Records for 1C Canada release 
 *  Given An account is identified as a 1C account and Related records exist in Tank, Tank Order, or Tank Order Detail tables 
 *  When The update process runs 
 *  Then Only records linked to 1C accounts are selected for updates 
 

 *  Update Product Lookup on Tank (ecl_tank) 

 *  Given An ecl_tank record is linked to a 1C account ecl_productnumber currently references an NSAP product 
 *  When An equivalent EBS (CA10) product exists in the mapping 
 *  Then ecl_productnumber is updated to the EBS product GUID 
 *  And The NSAP product reference is replaced 
 *  And No update occurs if no valid EBS equivalent exists (Identify such Products) 
 *  Fields Updated : ecl_productnumber (lookup ? Product) 
 

 *  Update Sales Org on Tank Order (ecl_tankorder) 

 *  Given An ecl_tankorder record is linked to a 1C account 
 *  When The update process runs 
 *  Then ecl_salesorgid is set to CA10 
 *  Fields Updated ecl_salesorgid (lookup ? Sales Org) 
 

 

Update Product Lookup on Tank Order Detail (ecl_orderdetail)

 *  Given An ecl_orderdetail record is linked to a 1C account ecl_productnumberid and ecl_tankproductnumber references an NSAP product 
 

 *  When A mapped EBS product exists 
 

 *  Then ecl_productnumberid and ecl_tankproductnumber is updated to the EBS product GUID 
 

 *  Fields Updated ecl_productnumberid and ecl_tankproductnumber (lookup ? Product)  
 

 *  Sync Product Name on Tank Order Detail 

 *  Given ecl_productnumberid is updated to an EBS product 
 *  When The update completes Then 
 *  ECL_ProductName is updated to match the name of the EBS product 
 *  And Product name reflects the Product table value, not legacy text 
 *  Fields Updated: ECL_ProductName (text) 
 

 


 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Data Migration,,6,,6
895231,Task,,,,,,,Testing,,"Validate if EBS Product and Sales Org lookup have been update in Tanks, Tank Orders and Tank Order Details belonging to 1C accounts. 
","Prasaad P, Harihara",Closed,,\FBU 1C\Data,"Chaudhari, Neha",\One Dynamics\Sprint 25.17.04,2,Completed,,1,,,Testing,,6,,6
901515,Task,,,,,,,Support to test team for data validation in D365,,"Support to test team for data validation in D365
 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 26.17.05,2,Completed,,1,,,Data Migration,,3,,3
899160,Task,,,,,,,"QA Validation - 895046 - DC: Update Product and Sales Org Lookups to CA10 EBS Products for 1C Accounts (Tanks, Tank Orders and Tank Order Details)",,"Validate that Tanks, Tank Orders and Tank Order Details corresponding to 1C accounts are update with EBS products and CA10 sales org, in QA environment. 
","Prasaad P, Harihara",Closed,,\FBU 1C\Data,"Prasaad P, Harihara",\One Dynamics\Sprint 26.17.05,2,Completed,,1,,,Testing,,6,,6
900924,Task,,,,,,,package execution in QA,,"to execute the package in qa and validate the results 
","Karn, Rishabh",Closed,,\FBU 1C\Data,"Karn, Rishabh",\One Dynamics\Sprint 26.17.05,2,Completed,,2,,,Data Migration,,6,,6
896207,Task,,,,,,,Migrated Data analysis,,"Please review migrated data for Tan, tank order, tank order details ,service activities . 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 25.17.03,2,Completed,,2,,,Data Migration,,3,,3
895229,Task,,,,,,,Creation/Updation of Test Scenarios,,"Source system: Ecolab Test CRM environment 
Target system: Ecolab Test CRM environment 

 
User story: 895406 

 

 
Test Scenarios 

 
a. Tank (ecl_tank) 

 *  Precondition - A tank record linked to a 1C account, where 'ecl_productnumber' lookup refers to a NSAP product and an equivalent EBS (CA10) product exists in the mapping file provided by business  
 *  After the data conversion package is executed, 'ecl_productnumber' is updated with the corresponding EBS product GUID whose Legacy Product look-up points to the original NSAP Product  
 

b. Tank Order (ecl_tankorder)  

 *  Precondition - A tank order record linked to a 1C account. 
 *  After the data conversion package is executed, 'ecl_salesorgid' is updated to CA10. 
 

c. Tank Order Details (ecl_orderdetails) 

 *  Tank order details record linked to a 1C account, where 'ecl_productnumberid' and 'ecl_tankproductnumber' lookups refer to an NSAP product and an equivalent EBS product exists in the mapping file provided by business.  
 *  After the data conversion package is executed, 'ecl_productnumberid' and 'ecl_tankproductnumber' are updated with the EBS product GUID whose Legacy Product look-up points to the original NSAP Product  
 *  'ECL_ProductName' attribute is updated to reflect the newly updated EBS product name, instead of the legacy NSAP product name. 
 

 
 
 

 
","Prasaad P, Harihara",Closed,,\FBU 1C\Data,"Chaudhari, Neha",\One Dynamics\Sprint 25.17.04,2,Completed,,3,,,Testing,,2,,2
902993,Task,,,,,,,Analysis on the bad data with team,,"Stage table contains bad data so please connect with Manoj and correct it. 
","Choudhary, Shiv Kumar",Closed,,\FBU 1C\Data,"Choudhary, Shiv Kumar",\One Dynamics\Sprint 26.17.05,2,Completed,,1,,,Data Migration,,3,,3
865792,User Story,,,,,,DC: Create Product–SalesOrg Mappings for CA10 Using EBS Equivalent Products from SalesOrg 2001,,,"As a data conversion analyst,
 
I want to create new Product–SalesOrg linkages in CRM for SalesOrg CA10,
 
so that all EBS (Hygiene) equivalent products currently associated with SalesOrg 2001 (Water) are available for use under CA10 opportunities and quotes as part of the One Customer model for FBU Canada.
 

 
Background and Rationale:

 *  Under the One Customer R1 Canada initiative, all FBU Canada accounts are transitioning to a unified Hygiene SalesOrg (CA10). 
 *  Currently, products used by Water accounts are linked to SalesOrg 2001 in CRM. 
 *  To enable those same products for use by Hygiene accounts, we must create corresponding Product–SalesOrg records for CA10 using the EBS equivalent product numbers provided by the business. 
 *  The business has been asked to share a validated mapping file that includes: 

 *  Product Number (2001 Water) 
 *  Product Name (2001 Water) 
 *  EBS Product Name (Hygiene Equivalent) 
 *  EBS Product Number (Hygiene Equivalent) 
 *  “Needed under CA10” (Y/N) 
 

 *  Using this file, the CRM data team will create records in the Product Sales Org table (linking EBS products to CA10). 
 *  This ensures that EBS products are available for CA10 transactions and that product filtering logic remains consistent for Water and Hygiene accounts after the transition. 
 
 *  The business-approved Excel mapping file identifies legacy NSAP products and their new EBS equivalents. 
 *  Some products available for Water (2001) must also be available for Hygiene (CA-10). 
 *  The file includes a flag “Needed under CA-10” = Yes indicating which EBS products require mapping to CA-10. 
 *  After EBS products are created in CRM (per the previous story), those flagged items must also appear under CA-10 for pricing, templates, and transactional readiness. 
 

 
 
",,Removed,,\FBU 1C\Data,"Yellapantula, Siva",\One Dynamics,2,Removed from the backlog,Business,6,"Business Acceptance Criteria:
 

 *  Identify eligible products 

 *  Given the validated business Excel file lists products linked to sales org 2001, 
 *  When a product’s “Needed under CA10  flag is marked Yes, 
 *  Then that product must be evaluated for creation of a CA-10 mapping. 
 

 *  Verify product presence 

 *  Given a product marked “Needed under CA10  has already been created in CRM, 
 *  When validation is performed, 
 *  Then that product must also appear as available under sales org CA10 . 
 

 *  Prevent duplicates 

 *  Given a product is already linked to CA10 in CRM, 
 *  When the data-conversion script runs, 
 *  Then no additional duplicate mapping should be created for that same product. 
 

 *  Capture errors and completion 

 *  Given all flagged products are processed, 
 *  When mapping results are reviewed, 
 *  Then every product should have a clear outcome recorded – Created, Already Exists, or Failed – and summary counts should match expectations. 
 

 

 

 


 
 
Dependencies:

 *  Business dependency: Business to provide EBS Product mapping file for SalesOrg 2001 with columns: 

 *  Needed under CA10 (Y/N) 
 *  EBS Product Name 
 *  EBS Product Number 
 

 *  Integration dependency: EBS equivalent products must exist in CRM before linkage creation. 
 


 
Developer Notes: 

 *  Target table: ecl_productsalesorg (N:N relationship between Product and Sales Org). 
 *  Source table: NSAP_EBS_Product_SalesOrg_Mapping (from previous story). 
 *  Required technical elements: 

 *  Add a column SalesOrg_GUID to store the CRM GUID for each sales org used during mapping creation. 
 *  Use this GUID when inserting into the NH20_ProductSalesOrg_Mapping table to avoid lookup ambiguity. 
 

 *  Processing logic: 

 *  Filter records where SalesOrg = 2001 and Needed_Under_CA10 = 'Yes' and New_EBS_Product_GUID is not null. 
 *  Check for existing CA-10 mappings in NH20_ProductSalesOrg_Mapping. 
 *  If not found, insert a new mapping using the CA-10 Sales Org GUID and the EBS Product GUID. 
 *  Update staging table status (Created / Exists / Failed) and timestamp. 
 *  Log exceptions to the generic conversion error log table. 
 *  Produce a post-execution summary (total processed, created, exists, failed). 
 

 *  Validation: compare source Excel counts vs CRM mappings to confirm 1-to-1 coverage of all “Needed under CA-10” products.
 
 

 
 
 

",,,,,,
844860,User Story,,,,,,DC- TECHNICAL SPIKE: Understand existing MigrateSalesOrgPackage console job and extract that needs to be run,,,"As an CRM user. I need to view existing account data with the correct district, sales org alignments. I need to analyze the existing MigrateSalesOrg Package console job, and identify the key contact who will provide the excel spread sheet extract and analyze possible impacts that may occur with the upcoming 1C changes.
 
 

As part of technical spike identify what the job does who will provide the file and identify what changes need to be done to the console job to run.  

 
Why does this need to be run. 

 
A review call with the technical team will need to be scheduled to review on what needs to be done. 

 

 

 
","Kumar, Manoj",Pending PO Review,TECHNICAL SPIKE,\FBU 1C,"Nguyen, Chau",\One Dynamics\Sprint 25.16.04,2,Moved out of state In Development,Business,12,"Locate and Document current MigrateSalesOrgPackage console job
 
 
 
• Locate the MigrateSalesOrgPackage console job and document the current state, and what fields are being updated as part of the job 
-Identify what changes need to be made  
• Identify key contacts from whom will provide the data extracts to load for this console job and where this extract is ran from (locally or on a server)
 
Detailed documentation on what accounts will be targeted and added to this extract (will it be based on country or be found in a view?)  

Identification of who will provide this file  

 
Analysis of prod data will need to be done once the extract is provided. We need to ensure that the data provided can be matched against in prod 

 
Test run of the sales org package needs to be done. We will need to replicate some of the data in a test environment, and to a test to ensure it works. 

 
Need to check if this Console apps be reused or need to build new logic as the Product numbers are changing 

 
Analyze Current Logic 
• Analyze and sync with CRM team on findings, and if any new fields will need to be updated with this job.
• Document what happens errors occur and a plan on how to re-load the data

 
Document Key risks 
• Define and document any risks with running this job before 1C model changes 

 
 
Identify load testing environment 
• Identify the environment where we can do test loads, and work with CRM team to get accurate data to do the load test 

 
Impact Assessment
 
• List areas that maybe be impacted with the new 1C changes 

 
Testing Approach
 
• Define scenarios to confirm current behavior? future behavior?
 
• Develop load validation plan to define if a load is correct / incorrect
 

 
Deliverables
 
• Extract of sales org re-alignments
 
• Documentation on findings above 
• Effort estimate and prerequisites for implementing the change.
 



 
 
 
",3,,,,,
864058,Task,,,,,,,Discovery related to console app,,,"Kumar, Manoj",Closed,,\FBU 1C,"Kumar, Manoj",\One Dynamics\Sprint 25.16.04,2,Completed,,0,,,Data Migration,,,,6
853947,User Story,,,,,,DC- Run Sales Org console app,,,"Based on the technical spike run the sales org console app
 
","Nguyen, Chau",Removed,Data Migration; Review,\FBU 1C,"Nguyen, Chau",\One Dynamics,2,Removed from the backlog,Business,0,"Based on the technical spike done for:
https://ecolaboip.visualstudio.com/Dynamics%20365%20Convergence/_workitems/edit/844852 the job will need to be successfully ran based on the tech spikes parameters 
 
",,,,,,
